Store_ID,Department,Region,Product_Category,Date,Weekly_Sales,Cost,Profit,Holiday_Flag,Temperature,CPI
17,1,West,Sports,26-07-2023,46917.32,34842.92,12074.4,0,18.7,258.15
13,1,North,Clothing,15-01-2023,25285.81,15695.16,9590.65,0,35.59,211.98
4,6,North,Sports,07-07-2024,35140.42,28477.22,6663.2,0,21.63,203.59
11,5,South,Sports,05-04-2024,17099.74,12918.98,4180.76,0,19.7,257.7
7,9,South,Clothing,21-11-2024,23463.41,17572.04,5891.37,0,38.05,232.94
12,2,East,Groceries,28-07-2024,36941.04,25494.25,11446.79,0,20.9,247.8
10,8,North,Groceries,29-08-2023,28073.62,24463.41,3610.21,0,21.71,202.63
7,5,South,Clothing,17-07-2024,46881.86,29401.77,17480.09,0,13.18,234.02
13,2,North,Sports,06-04-2023,38170.62,32862.89,5307.73,0,30.11,223.89
7,10,North,Electronics,29-04-2024,34187.25,24375.9,9811.35,1,18.67,246.32
17,6,North,Home,11-02-2024,44900.14,38802.12,6098.02,0,27.57,202.31
10,10,South,Electronics,19-08-2023,34950.04,28611.1,6338.94,0,27.74,224.1
10,8,North,Electronics,16-10-2024,43257.48,27306.34,15951.14,1,31.58,247.94
4,4,North,Sports,20-06-2023,16086.71,13665.03,2421.68,0,32.36,231.36
20,2,East,Home,24-06-2024,22768.56,18320.79,4447.77,0,25.43,233
4,5,North,Home,05-02-2023,37478.47,22850.27,14628.2,1,19.93,205.83
7,2,East,Groceries,08-06-2024,45130.63,28888.6,16242.03,0,35.12,207.94
1,2,North,Clothing,09-06-2023,19199.64,15180.93,4018.71,0,19.3,240.62
12,6,East,Sports,29-11-2024,14696.85,11739.55,2957.3,0,25.23,240.5
13,10,South,Home,31-08-2023,31716.32,26134.1,5582.22,0,22.04,258.75
10,9,South,Sports,27-03-2023,8023.87,6548.07,1475.8,0,35.65,242.72
15,4,West,Groceries,31-07-2024,37154.38,29643.84,7510.54,0,22.96,229.59
13,6,North,Electronics,12-11-2024,36641.23,30407.52,6233.71,0,21.58,251.44
9,7,West,Home,10-07-2024,20973.47,16202.54,4770.93,0,30.69,206.27
9,6,West,Groceries,27-07-2024,45170.49,30636.32,14534.17,0,28.07,226.96
15,8,East,Sports,07-10-2024,27598.15,24112.86,3485.29,0,13.22,217.23
10,4,South,Groceries,28-01-2023,34059.42,20621.76,13437.66,0,25.25,206.28
10,1,North,Groceries,11-09-2024,14431.03,10245.58,4185.45,0,32.06,245.81
8,7,North,Groceries,09-07-2024,23780.32,19468.02,4312.3,0,39.76,230.65
16,3,East,Groceries,06-12-2023,43808.79,31899.23,11909.56,0,28.87,233.41
17,6,West,Groceries,27-11-2023,14582.28,8858.01,5724.27,0,21.11,224.68
5,2,East,Groceries,01-10-2024,22575.85,13992.38,8583.47,0,16.78,227.62
4,9,West,Clothing,20-05-2024,28235.39,22435.59,5799.8,1,36.18,206.96
18,1,North,Sports,14-12-2023,11799.96,10495.59,1304.37,0,34.44,240.38
19,6,East,Electronics,17-04-2024,18037.31,13808.63,4228.68,0,17.02,225.95
4,6,West,Sports,19-08-2023,15474.75,11637.44,3837.31,0,16.02,249.01
7,5,East,Home,09-07-2023,52148.6,36269.22,15879.38,1,31.45,211.78
10,5,South,Home,13-08-2023,38348.55,25962.24,12386.31,0,19.45,212.3
18,1,East,Sports,20-01-2024,19224.57,11655.77,7568.8,0,19.19,238.75
19,10,North,Groceries,12-01-2024,39350.26,26832.41,12517.85,0,14.57,250.76
4,5,East,Clothing,10-10-2023,5996.3,4405.68,1590.62,0,17.92,228.33
10,2,North,Electronics,24-09-2024,28693.61,18920.13,9773.48,0,22.83,243.62
1,7,North,Groceries,19-09-2024,16265.06,10185.25,6079.81,0,31.99,259.96
18,3,East,Sports,16-09-2023,18408.97,15009.17,3399.8,1,20.09,259.42
5,4,East,Sports,25-12-2023,44769.13,38876.89,5892.24,0,19.86,244.66
15,3,East,Clothing,10-12-2024,13970.32,12308.29,1662.03,0,18.55,244.38
17,3,South,Clothing,31-03-2024,50300.59,39506.06,10794.53,1,24.35,214.86
3,4,South,Sports,15-02-2024,23595.02,14530.58,9064.44,0,15.42,250.01
12,5,West,Groceries,10-10-2024,5643.08,4640.07,1003.01,0,24.57,224.31
2,1,East,Groceries,14-11-2023,37963.98,24032.28,13931.7,0,31.13,257.72
1,4,West,Groceries,07-11-2024,31836.19,25498.38,6337.81,0,10.89,204.89
17,8,West,Electronics,13-08-2023,20487.73,17082.87,3404.86,0,10.29,226.15
16,10,North,Electronics,22-08-2023,17669.57,14449.46,3220.11,0,12.25,233.35
5,7,West,Groceries,14-11-2024,8316.11,7364.46,951.65,0,26.07,224.31
15,9,East,Sports,25-10-2024,47364.15,38906.99,8457.16,0,35.63,212.63
3,5,South,Clothing,09-01-2024,27229.32,22000.28,5229.04,0,10.15,235.58
7,10,West,Home,02-11-2024,8848.6,6003.98,2844.62,0,38.1,245.36
11,4,West,Clothing,30-08-2024,44090.59,38686.43,5404.16,0,13.19,238.69
10,8,South,Clothing,16-04-2024,17547.49,11473.66,6073.83,0,35.26,214.07
9,9,West,Home,21-08-2023,14162.12,12341.85,1820.27,0,24.49,243.9
14,7,East,Groceries,22-11-2024,17642.18,12240.12,5402.06,0,29.78,215.41
13,7,West,Clothing,23-04-2023,38574.7,24651.13,13923.57,1,25.32,210.51
2,5,North,Home,11-05-2024,8332.54,7066.03,1266.51,0,24.31,241.44
3,4,West,Sports,17-03-2024,26679.06,16027.41,10651.65,0,35.05,250.57
7,10,North,Sports,17-07-2024,45308.46,38495.27,6813.19,0,32.68,228.89
18,1,South,Sports,25-09-2023,13467.72,9140.45,4327.27,0,24.5,231.88
3,10,South,Groceries,24-05-2024,19903.49,17224.81,2678.68,0,13.35,218.16
10,10,West,Clothing,21-01-2024,22825.49,18430.3,4395.19,0,13.46,229.68
7,7,West,Clothing,22-01-2024,31379.93,25099.39,6280.54,0,34.05,207.92
9,1,South,Electronics,23-04-2023,46366.44,32901.43,13465.01,0,25.88,257.35
17,1,North,Sports,04-09-2024,22754.26,14058.06,8696.2,0,24.45,248.02
11,5,South,Groceries,16-09-2024,8111.88,6887.16,1224.72,0,30.42,240.08
7,9,South,Home,22-03-2023,20657.79,13453.82,7203.97,0,35.77,232.29
14,6,North,Groceries,29-11-2024,13553.84,9645.96,3907.88,0,28.87,247.53
19,3,South,Clothing,23-04-2023,34329.85,26780.94,7548.91,0,32.89,229.69
4,3,West,Sports,02-01-2023,6316.79,4703.96,1612.83,0,32.96,218
6,7,West,Electronics,03-10-2024,18136.85,11963.03,6173.82,0,20.69,209.62
10,6,South,Groceries,08-08-2023,29532.81,18965.52,10567.29,0,18.22,238.86
7,9,West,Electronics,19-07-2024,17480.04,11134.33,6345.71,0,34.03,255.77
13,6,East,Clothing,13-08-2023,29794.79,25590.82,4203.97,0,21.32,209.22
14,5,South,Home,20-01-2024,10162.05,6193.44,3968.61,0,37.1,210.8
4,10,East,Groceries,07-02-2024,47426.25,42356.59,5069.66,0,12.09,226.02
8,7,South,Clothing,29-09-2024,18090.81,11931.95,6158.86,0,11.75,248.41
5,1,South,Sports,10-05-2023,47887.81,30317.61,17570.2,1,37.81,217.64
1,7,East,Groceries,22-02-2023,19662.59,15200.98,4461.61,0,29.45,215.23
4,3,South,Electronics,14-11-2024,40182.81,25073.9,15108.91,0,21.39,237.2
3,9,West,Groceries,30-12-2024,16078.43,12553.01,3525.42,0,32.65,232.14
9,6,East,Clothing,02-11-2024,35139.6,30050.96,5088.64,0,30.17,203.61
8,9,South,Clothing,10-12-2024,27459.66,16870.38,10589.28,1,25.94,204.89
1,5,West,Electronics,20-02-2024,27912.16,23445.11,4467.05,0,12.97,238.58
6,7,East,Clothing,04-09-2023,35321.64,25373.06,9948.58,0,34.37,227.91
9,4,East,Groceries,14-03-2024,31499.71,20407,11092.71,0,35.98,258.26
7,7,West,Electronics,22-07-2023,30932.63,20193.72,10738.91,0,15.17,240.71
4,1,South,Clothing,03-07-2023,7955.64,6966.19,989.45,0,35.52,200.6
13,7,South,Clothing,03-05-2023,16208.46,10262.9,5945.56,0,36.34,228.86
17,8,East,Groceries,05-02-2024,30732.77,26431.25,4301.52,0,26.48,224.87
2,5,North,Clothing,21-10-2023,5824.27,4445.51,1378.76,0,29.69,206.4
5,2,South,Groceries,07-10-2023,16278.99,9958.13,6320.86,0,21.47,255.39
12,5,South,Sports,01-09-2024,18436.9,13631.19,4805.71,1,18.45,248.3
8,6,West,Groceries,17-07-2023,16243.52,13729.59,2513.93,0,31.66,213.81
6,2,North,Home,25-05-2024,29102.43,23801.74,5300.69,0,35.86,215.36
8,6,North,Clothing,24-05-2023,31188.22,23286.21,7902.01,0,29.62,201.92
18,6,East,Sports,31-08-2024,45904.91,39387.1,6517.81,0,25.35,217.8
3,1,West,Electronics,20-07-2023,22371.4,14230.66,8140.74,0,14.77,235.08
12,1,West,Home,04-05-2023,46696.05,40764.83,5931.22,0,11.6,225.25
3,10,South,Electronics,06-07-2023,34337.95,29322.29,5015.66,0,23.37,258.16
6,3,East,Home,22-11-2023,50388.23,40939.58,9448.65,1,11.48,203.36
2,10,South,Sports,08-04-2024,42506.24,35933.34,6572.9,0,27.08,235.49
12,10,North,Sports,15-12-2023,35941.21,27428.34,8512.87,0,21.48,251.5
2,3,West,Sports,21-10-2024,21024.77,16873.4,4151.37,0,32.72,228.84
6,4,East,Home,07-02-2024,15849.97,12175.62,3674.35,0,19.17,200.18
17,2,South,Groceries,12-12-2023,15007.61,10604.81,4402.8,0,27.79,214.57
3,9,South,Electronics,25-05-2024,47847.82,36874.32,10973.5,0,26.13,219.43
2,10,North,Groceries,27-05-2023,48135.82,32599.48,15536.34,0,10.14,257.96
20,7,West,Groceries,28-05-2023,39829.34,29158.41,10670.93,1,12.17,254.71
8,7,North,Clothing,11-12-2024,44770.82,30633.66,14137.16,0,18.71,256.95
12,6,South,Electronics,03-05-2024,46354.83,29521.83,16833,0,36.47,249.55
4,3,West,Home,01-10-2024,28020.03,19517.59,8502.44,0,14.41,221.1
5,6,West,Clothing,04-07-2024,33307.69,28497.93,4809.76,0,31.33,254.35
13,8,North,Clothing,04-12-2023,23843.95,17032.31,6811.64,0,39.2,258.9
15,8,West,Sports,02-10-2024,23832.08,19647.19,4184.89,0,33.72,221
16,9,North,Home,17-04-2024,6729.3,4391.27,2338.03,0,17.29,215.63
10,1,West,Groceries,31-05-2023,24521.97,17835.46,6686.51,0,37.25,232.81
16,1,West,Groceries,19-02-2024,35307.04,22400.79,12906.25,0,12.79,211.23
12,3,East,Groceries,25-10-2023,23989.2,15391.14,8598.06,0,24.04,201.96
17,3,West,Sports,02-09-2024,44258.44,34753.1,9505.34,0,36.63,256.75
16,10,South,Groceries,20-09-2023,19965.33,15617.77,4347.56,0,29.24,255.54
12,8,East,Electronics,24-05-2023,10970.69,7284.67,3686.02,0,22.41,209.76
8,10,North,Groceries,12-12-2023,41520.14,30821.52,10698.62,0,18.78,224.46
20,1,South,Groceries,15-09-2024,35327.66,30346.17,4981.49,0,21.25,249.86
3,2,North,Electronics,25-07-2024,15881.88,10359.12,5522.76,0,25.27,239.66
16,2,North,Sports,02-01-2023,29140.31,17652.13,11488.18,0,19.57,223.69
13,3,South,Clothing,31-10-2023,23083.36,18365.09,4718.27,0,39.07,244.65
19,6,North,Home,11-09-2023,47248.69,29107.53,18141.16,0,37.99,253.82
8,1,East,Sports,13-10-2024,32329.94,28902.39,3427.55,0,36.12,255.57
5,2,South,Groceries,28-03-2024,12127.52,9494.47,2633.05,0,22.65,222.73
20,1,North,Clothing,06-02-2023,27596.68,20452.42,7144.26,0,30.74,210.41
8,5,North,Home,09-06-2023,43815.06,31941.08,11873.98,0,37.08,254.77
12,7,West,Home,09-01-2023,35217.35,27185.02,8032.33,0,35.51,205.55
1,8,West,Home,21-08-2023,42910.34,26912.82,15997.52,0,22.43,243.3
20,10,North,Electronics,09-04-2023,16267.97,14299.64,1968.33,0,13.37,208.43
6,1,South,Electronics,20-10-2024,44975.81,35427.11,9548.7,0,12.27,223.36
18,7,East,Clothing,27-07-2023,40975.61,26846.96,14128.65,1,27.31,224.69
8,5,North,Groceries,11-05-2023,37801.12,29060.53,8740.59,0,29.28,209.53
7,10,North,Clothing,08-02-2024,20594.35,13179.91,7414.44,0,35.5,255.36
1,1,North,Groceries,01-06-2023,44944.61,27203.44,17741.17,0,18.78,200.16
16,3,West,Sports,23-02-2023,33709.07,26601.68,7107.39,0,15.02,253.63
12,7,South,Home,30-04-2023,43332.78,34429.84,8902.94,0,21.37,253.03
6,10,North,Home,03-11-2024,21243.72,16466.2,4777.52,0,20.61,219.02
20,1,West,Electronics,19-09-2024,11554.34,7568.61,3985.73,0,13.97,242.26
2,7,North,Sports,09-08-2024,19955.17,15585.57,4369.6,0,30.17,215.17
14,5,North,Sports,16-09-2024,25486.9,15724.23,9762.67,0,25.26,245.53
4,1,South,Groceries,24-02-2024,29003.33,22702.98,6300.35,0,31.63,233.67
1,1,West,Sports,26-02-2024,27986.41,21443.33,6543.08,0,20.58,218.01
18,1,East,Electronics,14-04-2023,29572.46,23556.73,6015.73,0,19.77,224.01
13,9,South,Groceries,11-09-2023,42876.76,37244.58,5632.18,0,24.18,241.39
2,3,East,Clothing,15-08-2023,16633.36,14223.31,2410.05,1,36.32,254.37
9,5,West,Groceries,22-04-2023,21783.47,19478.7,2304.77,1,11.21,207.84
2,10,West,Clothing,24-05-2024,44987.38,40167.99,4819.39,0,34.14,234.28
9,9,East,Groceries,17-04-2024,30220.62,25134.37,5086.25,0,21.07,215.22
1,6,West,Home,09-04-2023,34466.86,30569.55,3897.31,1,35.64,248.08
11,9,South,Clothing,02-06-2023,26512.81,22805.93,3706.88,0,34.07,204.21
3,8,North,Electronics,04-12-2023,29703.86,24305.92,5397.94,0,20.46,241.34
20,8,East,Clothing,06-12-2024,15204.9,9466.8,5738.1,1,30.82,210.5
4,1,North,Clothing,12-06-2023,29609.01,18201.1,11407.91,0,14.79,235.78
18,9,East,Groceries,20-12-2024,49872.79,42455.7,7417.09,0,36.89,250.14
6,6,North,Home,11-11-2024,30472.14,22759.54,7712.6,0,22.13,245.3
3,9,North,Groceries,10-06-2023,6998.11,5909.08,1089.03,0,23.67,245.18
11,3,South,Groceries,02-08-2024,40839.6,28337.6,12502,0,31.17,231.07
15,3,North,Home,02-02-2024,22841.39,16429.7,6411.69,0,34.63,253.44
5,6,East,Groceries,04-10-2023,11915.43,9652.17,2263.26,0,17.09,235.29
20,9,North,Home,18-05-2024,43813.39,38319.1,5494.29,0,29.84,255.05
10,7,West,Electronics,27-01-2024,13908.8,8711.48,5197.32,0,21.76,232.79
12,3,North,Home,15-05-2023,46434.53,39861.42,6573.11,0,21.06,230.36
15,3,North,Sports,14-07-2023,24880.84,20847.75,4033.09,0,30.7,213.34
17,2,West,Home,05-02-2024,39740.87,27606.46,12134.41,1,21.62,232.69
10,9,West,Home,01-10-2024,29614.81,20924.79,8690.02,0,20.38,208.44
6,3,East,Sports,02-02-2023,16548.21,10159.58,6388.63,0,35.08,252.18
18,5,West,Home,18-11-2024,35199.06,21285.65,13913.41,0,13.04,240.55
13,9,West,Clothing,04-04-2024,48106.06,35747.7,12358.36,0,30.28,259.62
3,8,East,Groceries,14-04-2024,39633.66,24916.17,14717.49,0,17.46,205.53
10,2,East,Groceries,10-01-2024,32180.81,21181.43,10999.38,0,10.46,214.44
14,3,North,Electronics,22-01-2023,49578.26,42341.33,7236.93,0,15,252.63
6,2,South,Electronics,31-10-2024,16939.7,13065.73,3873.97,0,28.2,223.72
3,8,East,Sports,07-02-2023,7805.37,6166.94,1638.43,0,31.27,227.98
16,6,West,Clothing,18-08-2023,6445.89,4230.08,2215.81,0,10.63,251.64
7,6,North,Electronics,31-12-2023,36980.95,31381.98,5598.97,0,11.09,231.31
20,9,West,Groceries,16-07-2024,42360.46,36446.68,5913.78,0,37.08,211.61
14,8,East,Electronics,13-03-2024,33579.52,25419.64,8159.88,0,12.2,253.52
9,4,South,Electronics,10-10-2023,45726.2,39954.06,5772.14,0,36.83,201.86
15,4,North,Home,27-01-2023,40893.6,34900.59,5993.01,1,16.84,253.72
